Index,Text
25-3.23.4.2,"Sample holder, consisting of two U-shaped metal plates or frames of corrosion-proof material. Dimensions are given in Figure 29. The lower plate is equipped with pins and the upper one with corresponding holes, in order to ensure a consistent holding of the sample. The pins also serve as measuring points at the beginning and end of the burning distance. A support shall be provided in the form of heat-resistant wires 0.25 mm in diameter spanning the frame at 25-mm intervals over the bottom U-shaped frame (see Figure 30). The plane of the lower side of samples shall be 178 mm above the floor plate. The distance of the front edge of the sample holder from the end of the chamber shall be 22 mm; the distance of the longitudinal sides of the sample holder from the sides of the chamber shall be 50 mm (all inside dimensions). (See Figures 26 and 27)."
25-3.23.4.3,Gas burner  The small ignition source is provided by a Bunsen burner having an inside diameter of 9.5 mm. It is so located in the test cabinet that the centre of its nozzle is 19 mm below the centre of the bottom edge of the open end of the sample (see Figure 27).
25-3.23.4.4,Test gas The gas supplied to the burner shall have a calorific value of about 38 MJ/m3 (for example natural gas).
25-3.23.4.5,"Metal comb, at least 110 mm in length, with seven or eight smooth rounded teeth per 25 mm."
25-3.23.4.6,"Stop-watch, accurate to 0.5 sec."
25-3.23.4.7,"Fume cupboard The combustion chamber may be placed in a fume-cupboard assembly provided that the latter's internal volume is at least 20 times, but not more than 110 times, greater than th volume of the combustion chamber and provided that no single height, width, or length dimension of the fume cupboard is greater than 2.5 times either of the other two dimensions. Before the test, the vertical velocity of the air through the fume cupboard shall be measured 100 mm forward of and to the rear of the ultimate site of the combustion chamber. It shall be between 0.10 and 0.30 m/s in order to avoid possible discomfort to the operator from combustion products. It is possible to use a fume cupboard with natural ventilation and an appropriate air velocity."
25-3.23.5,Samples
25-3.23.5.1,"Shape and dimensions The shape and dimensions of samples are given in Figure 31. The thickness of the sample corresponds to the thickness of the product to be tested. It shall not be more than 13 mm. When sample-taking so permits, the sample shall have a constant section over its entire length. When the shape and dimensions of a product do not permit taking a sample of the given size, the following minimum dimensions shall be observed: (a) For samples having a width of 3 to 60 mm, the length shall be 356 mm. In this case the material is tested over the product's width;  (b) For samples having a width of 60 to 100 mm, the length shall be at least 138 mm. In this case the potential burning distance corresponds to the length of the sample, the measurement starting at the first measuring point; (c) Samples less than 60 mm wide and les than 356 mm long, and samples 60 to 100 mm wide and less than 138 mm long, cannot be tested according to the present method, nor can samples less than 3 mm wide."
25-3.23.5.2,"Sampling At least five samples shall be taken from the material under test. In materials having burning rates differing according to the direction of the material (this being established by preliminary tests) the five (or more) samples shall be taken and be placed in the test apparatus in such a way that the highest burning rate will be measured. When the material is supplied in set widths, a length of at least 500 mm covering the entire width shall be cut. From the piece so cut, the samples shall be taken at not less than 100 mm from the edge of the material and at points equidistant from each other. Samples shall be taken in the same way from finished products when the shape of the product so permits. If the thickness of the product is over 13 mm it shall be reduced to 13 mm by a mechanical process applied to the side which does not face the passenger compartment. Composite materials shall be tested as if they were homogeneous. In the case of materials comprising superimposed layers of different composition which are not composite materials, all the layers of material included within a depth of 13 mm from the surface facing towards the passenger compartment shall be tested individually."
25-3.23.5.3,"Conditioning The samples shall be conditioned for at least 24 hours, but not more than 7 days, at a temperature of 23 deg. C +/- 2 deg. C and a relative humidity of 50 +/- 5 per cent, and shall be maintained under these conditions until immediately prior to testing. "
25-3.23.6,Procedure
25-3.23.6.1,"Place samples with napped or tufted surfaces on a flat surface, and comb twice against the nap using the comb ( Paragraph-)."
25-3.23.6.2,"So place the sample in the sample holder ( Paragraph-) that the exposed side faces downwards, towards the flame."
25-3.23.6.3,"Adjust the gas flame to a height of 38 mm using the mark in the chamber, the air intake of the burner being closed. The flame shall burn for at least one minute, for stabilization, before the first test is started."
25-3.23.6.4,"Push the sample holder into the combustion chamber so that the end of the sample is exposed to the flame, and after 15 seconds cut off the gas flow."
25-3.23.6.5,Measurement of burning time starts at the moment when the foot of the flame passes the first measuring point. Observe the flame propagation on the side (upper or lower) which burns faster.
25-3.23.6.6,"Measurement of burning time is completed when the flame has come to the last measuring point or when the flame is extinguished before reaching that point. If the flame does not reach the last measuring point, measure the burnt distance up to the point where the flame was extinguished. Burnt distance is the part of the sample destroyed, on the surface or inside, by burning."
25-3.23.6.7,"If the sample does not ignite or does not continue burning after the burner has been extinguished, or the flame goes out before reaching the first measuring point, so that no burning time is measured, note in the test report that the burning rate is 0 mm/min."
25-3.23.6.8,"When running a series of tests or performing repeat tests, make sure before starting a test that the temperature of the combustion chamber and sample holder does not exceed 30 deg. C."
25-3.23.7,"Calculation The burning rate B, in millimetres per minute, is given by the formula:  B = s/t x 60; where: s is the burnt distance, in millimetres, t is the time, in seconds, taken to burn the distance s."
25-3.23.8,Indices of difficulty of the secondary characteristics No secondary characteristics are involved.
25-3.23.9,Interpretation of results
25-3.23.9.1,Safety glazing faced with plastics material ( Paragraph- of this Regulation) and glassplastics ( Paragraph- of this Regulation) shall be considered satisfactory from the point of view of the fire-resistance test if the burn rate does not exceed 90 mm/min.
25-3.23.9.2,"Rigid plastic panes ( Paragraph- of this Regulation), flexible plastic panes ( Paragraph-. of this Regulation) and rigid plastic multiple glazed units ( Paragraph- of this Regulation)shall be considered satisfactory from the point of view of the fire resistance test if the burn rate does not exceed 110 mm/min.  In relation to the 'R' point, test area shall be determined from the V points (see Fig 4), bounded by the intersection of the following four planes: Plane 1: a plane inclined upwards from the X axis at 3 degrees, passing through V1, and parallel to the Y axis. Plane 2: a plane inclined downwards from the X axis at 1 degrees, passing through V2, and parallel to the Y axis. Plane 3: a vertical plane passing through V1 and V2 and inclined at 13 degrees to the left of the X axis. Plane 4: a vertical plane passing through V1 and V2 and inclined at 20 degrees to the right of the X axis. Fig 1. Test area A of windscreen  Plane 1: a plane inclined upwards from the X axis at 3 degrees, passing through V1, and parallel to the Y axis. Plane 2: a plane inclined downwards from the X axis at 1 degrees, passing through V2, and parallel to the Y axis. Plane 3: a vertical plane passing through V1 and V2 and inclined at 15 degrees to the left of the X axis. Plane 4: a vertical plane passing through V1 and V2 and inclined at 15 degrees to the right of the X axis. Fig 1-1. Test area A (example of Central Driving Position)  Fig 2. Test area B of windscreen (example 1) Test Area B In relation to the 'R' point, test area shall be determined from the V points, bounded by the intersection of the following four planes: Plane 5: a plane inclined upwards from the X axis at 7 degrees, passing through V1, and parallel to the Y axis. Plane 6: a plane inclined downwards from the X axis at 5 degrees, passing through V2, and parallel to the Y axis. Plane 7: a vertical plane passing through V1 and V2 and inclined at 17 degrees to the left of the X axis. Plane 8: a plane symmetrical with respect to plane 7 in relation to the longitudinal median plane of the vehicle. The reduced test plane B : It s the test area B with the exclusion of the following areas:  1. The test area A extended to the median plane of the vehicle, and in the corresponding part of the windscreen symmetrical to it about the longitudinal medium plane of the vehicle. 2. At the discretion of the vehicle manufacturer, one of the two following paragraphs may apply: (1) any opaque obscuration bounded downwards by plane 1 and laterally by plane 4 and its symmetrical in relation to the longitudinal median plane of the vehicle (plane 4'); (2) any opaque obscuration bounded downwards by plane 1 provided it is inscribed in an area 300 mm wide centred on the longitudinal median plane of the vehicle and provided the opaque obscuration below the plane 5 trace is inscribed in an area limited laterally by the traces of planes passing by the limits of a 150 mm wide segment and parallel respectively to the traces of planes 4 and 4' 3. Any opaque obscuration bounded by the intersection of the outer surface of the windscreen: (1) with a plane inclined downwards from the X axis at 4 degrees, passing through V2, and parallel to the Y axis (plane 9); (2) with plane 6. (3) with planes 7 and 8 or the edge of the outer surface of the windscreen if the intersection of plane 6 with plane 7 (plane 6 with plane 8) doesn't cross the outer surface of the windscreen. 4. Any opaque obscuration bounded by the intersection of the outer surface of the windscreen: (1) with a horizontal plane passing through V1 (plane 10); (2) with plane 3; (3) with plane 7 or the edge of the outer surface of the windscreen if the intersection of plane 6 with plane 7 (plane 6 with plane 8) doesn't cross the outer surface of the windscreen; (4) with plane 9. 5. An area within 25 mm from the edge of the outer surface of the windscreen or from any opaque obscuration. This area shall  not impinge on the area in item 1. (i.e. the extended test area A). Fig 3. Test area B of windscreen (example 2)  1. Following gives the basic co-ordinates a, b, c and d for a design seat-back angle of 25 degrees: V-point a: V1 = 68mm, V2= 68mm. V-point b: V1= -5mm, V2= -5mm. V-point c (d): V1 =665mm, V2=589mm. 2. Table 1 shows the further corrections to be made to the X and Z co-ordinates of each 'V' point when the design seat-back angle is not 25 degrees. Fig 4. Determination of V points  Note: 1. Zone I is the windscreen zone determined by the intersection of the windscreen with the four planes defined below: P1: a vertical plane passing through O and forming an angle of 15 degrees to the left of the median longitudinal plane of the vehicle; P2: a vertical plane symmetrical to P1 about the median longitudinal plane of the vehicle. If this is not possible (in the absence of a symmetrical median longitudinal plane, for instance) P2 shall be the plane symmetrical to P1 about the longitudinal plane of the vehicle passing through point O. P3: a plane passing through the straight line OQ and forming an angle of 10 degrees above the horizontal plane; P4: a plane passing through the straight line OQ and forming an angle of 8 degrees below the horizontal plane. 2. The eye-point O which is the point located 625 mm above the point R of the driver's seat in the vertical plane parallel to the longitudinal median plane of the vehicle for which the windscreen is intended, passing through the axis of the steering wheel. 3. The straight line OQ which is the horizontal straight line passing through the eye point O and perpendicular to the median longitudinal plane of the vehicle.  Fig 5. Test area I Note: =1-2 is the optical distortion in the direction M-M. x = MC is the distance between two straight lines parallel to the direction of vision and passing through the points M and M. Fig 6. Diagrammatic representation of optical distortion  (a) flat glass pan (b) flat glass pan Point 1: In the geometric centre of the glass. Fig 7. Prescribed points of impact for uniformly toughened flat glass panes  Point 1: In the geometric centre of the glass. Point 2: For curved glass panes having a minimum radius of curvature ""r"" of less than 200 mm. The point shall be selected on the largest median in that part of the pane where the radius of curvature is smallest. Fig 7-1. Prescribed points of impact for uniformly toughened curved glass panes  Figure 8: Sand drop equipment  Key 1 Brush 2 Spray nozzle 3 Test panel holder 4 Spray jet (horizontal middle of the jet strikes brush 50 mm above table directly in the brush) a Penetration depth Figure 9: Movement pattern of washing brush and nozzle Key: 1 Brush  2 Spray nozzle 3 Test panel holder 4 Spray jet 5 Sheet of cardboard Figure 10: Calibration arrangement Key: 1 Sheet of cardboard 2 Spray pattern  Furthermore perform a trial run without a test panel, carrying out 10 washing operations (10 double passes), to distribute the suspension evenly in the apparatus. Determine the initial haze of the sample as  Paragraph- of this Regulation. Figure 11: View A of spray pattern Key: 1 Test panel holder movement 2 Supporting plate 150 mm x 300 mm  3 Available positions for the samples (50 mm x 100 mm) within the test area 4 Example for positioning the three different sample types in the test area 5 No sample in this area (at least 50 mm at the start and finish of the test panel holder and at least 30 mm edgewise to the direction of travel of the test panel holder) Figure 12: Description of sample positioning on the test panel holder Key 1 Wiper carriage assembly moving back and forth 2 Self-supporting arm  3 Wiper blade holder 4 Wiper blade 5 Sample box working as test sample holder and as container for the aqueous suspension 6 Test sample 7 Spacer plaque (with a soft masking film on the surface to avoid scratching the sample placed on top of it) to adjust height of the sample to the level of the bottom surface of the sample box 8 Adhesive tape to fix sample and to seal the gap between sample and its box 9 Aqueous suspension filled into the box 10 Adhesive tape to fix the sample box onto the stainless steel tray 11 Stainless steel tray Figure 13: Cross-section view of the apparatus Key 1 Wiper carriage assembly moving back and forth 5 Sample box working as test sample holder and as container for the aqueous suspension  6 Test sample 8 Adhesive tape to fix sample and to seal the gap between sample and its box 9 Aqueous suspension filled into the box 10 Adhesive tape5 to fix the sample box onto the stainless steel tray 11 Stainless steel tray Figure 14: Bird's-eye view of the apparatus Key 1 Wiper blade lip (5 mm long) 2 Wiper blade hinge (0.5 mm width)  3 Wiper blade heel (5 mm long and used to fix the wiper blade to the wiper blade holder) 4 Total length of the wiper blade 11 mm 5 Total width of the wiper blade 9 mm 6 Groove used to fix the wiper blade to the wiper blade holder (parts below the arrow are outside the wiper blade holder and parts above are within the guide rail of the wiper blade holder) 7 Wiper blade extremity (0.6 mm width) Figure 15: Cross profile of the chloroprene type rubber blade Key 1 Wiper carriage assembly moving back and forth 2 Self-supporting arm  3 Wiper blade holder 4 Wiper blade 11 Stainless steel tray Pre-check A Align base plate with spirit level B Align wiper carriage assembly with spirit level C Check that the bearings of the self-supporting arms have all the same distance D Control visually that the wiper blade touches the base plate uniformly Figure 16: Equipment pre-check Key A Align base plate with spirit level B Align wiper carriage assembly with spirit level  C Check that the bearings of the self-supporting arms have all the same distance D Control visually that the wiper blade touches the base plate uniformly Figure 17: Rearrangement of the sample boxes Key 1 Sample (150 mm x 100 mm) 2 Wiping area on the sample (130 mm x 80 mm)  3 Measurement area on the sample (75 mm x 60 mm) 4 Locations of the 9 reading areas of the haze measurement (including coordinates of the centre of the area) Figure 18: Measurement points across the sample  Figure 19: Cross-cut view of the wiper blade holder with the support plate (left side) and the clamping plate (right side)  Figure 20: Side view of the support plate (left side) and the clamping plate (right side)  Figure 21: Details regarding the area A in figure 2 Figure 22: 3-D view of the wiper blade holder (after inserting the wiper blade into the support plate, the clamping plate is attached and fixed using three screws)  Figure 23: Bird's-eye view of the box (dimensions are in mm) Figure 24: Cross cut view at A  Figure 25: 3-D view of the box Figure 26: Example of combustion chamber with sample holder and drip pan  Figure 27: Example of combustion chamber  Figure 28: Typical drip pan Figure 29: Example of sample holder  Figure 30: Example of section of lower U-frame design for wire support facility Figure 31: Sample  Table 1. Correction for design seat-back angles other than 25 degrees Seatback angle(in degrees) Horizontal coordinates X Vertical coordinates Z Seatback angle() Horizontal coordinates X Vertical coordinates Z 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 -186 mm -176 mm -167 mm -157 mm -147 mm -137 mm -128 mm -118 mm -109 mm - 99 mm - 90 mm - 81 mm - 71 mm - 62 mm - 53 mm - 44 mm - 35 mm - 26 mm 28 mm 27 mm 27 mm 26 mm 26 mm 25 mm 24 mm 23 mm 22 mm 21 mm 20 mm 18 mm 17 mm 15 mm 13 mm 11 mm 9 mm 7 mm 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 - 17mm - 9 mm 0 mm 9 mm 17 mm 26 mm 34 mm 43 mm 51 mm 59 mm 67 mm 76 mm 84 mm 92 mm 100 mm 107 mm 115 mm 123 mm 5 mm 2 mm 0 mm - 3 mm - 5 mm - 8 mm -11 mm -14 mm -17 mm -21 mm -24 mm -28 mm -31 mm -35 mm -39 mm -43 mm -47 mm -52 mm  Table 2. Principal characteristic parameter Scope Tests Windscreen Glass panes other than windscreens Laminated-glass windscreens (L) Rigid plastic windscreens Laminated rigid plastic windscreens Glass-plastics windscreens Toughened-glass (T) Laminated-glass panes (L) Rigid plastic panes Rigid plastic multiple glazed units Flexible plastic panes Laminated rigid plastic panes Safety glazing faced with plastics material (on the inside) Glass-plastics panes Trade names or marks Corresponding to the toughened-glass or laminated-glass panes requirements Chemical designation of the material --- --- --- --- --- The classification of the material by the applicant --- --- --- --- --- Process of manufacture --- --- --- --- --- Shape and dimensions --- --- --- --- Colouring of the plastic product --- --- --- --- --- --- Nature and type of surface coating --- --- --- --- --- The nominal thickness of the glass layers or interlayer or interlayers, --- The nature and type of the interlayer or interlayers, --- --- --- --- --- --- --- The number of layers of glass --- --- --- --- --- --- --- --- --- ---  The number of plastics layers --- --- --- --- --- --- --- --- --- --- The nature and type of the layer(s) of plastics acting as interlayer(s) (e.g. PVB or other material) and of the plastics layer situated on the inner face, --- --- --- --- --- --- --- --- --- Any special treatment which one of the layers of plastic may have undergone. --- --- --- --- --- --- --- --- --- Any special treatment the glazing may have undergone. --- --- --- --- --- --- --- --- The nature of the toughening process (thermal or chemical) --- --- --- --- --- --- --- --- --- --- The shape category --- --- --- --- --- --- --- --- --- --- Table 3. Secondary characteristic parameter Scope Tests Windscreen Glass panes other than windscreens Laminated-glass windscreens (L) Rigid plastic windscreens Laminated rigid plastic windscreens Glass-plastics windscreens Toughened-glass (T) Laminated-glass panes (L) Rigid plastic panes Rigid plastic multiple glazed units Flexible plastic panes Laminated rigid plastic panes Safety glazing faced with plastics material (on the inside) Glass-plastics panes The incorporation or otherwise of --- --- Correspondin  conductors. g to the toughened-glass or laminated-glass panes requirements The incorporation or otherwise of opaque obscuration. --- --- --- --- --- --- --- --- The colouring (total or partial) of the interlayer (colourless or tinted). --- --- --- --- --- --- --- --- The colouring (total or partial) of the interlayer or interlayers (colourless or tinted), --- --- --- --- --- --- --- --- The presence or absence of conductors or heating elements --- --- --- The nature of the material (polished (plate) glass, float glass, sheet glass) --- --- --- --- --- --- The colouring of the glass (colourless or tinted), --- --- --- --- --- --- --- Table 4. The term indices of difficulty of secondary characteristic parameter Scope Tests With or without conductors With or without opaque obscuration Colouring of the interlayer Colouring of the interlayer or of the plastics coating With or without heating elements  Thickness test --- --- --- --- --- Fragmentation test --- --- --- --- --- 227 g ball test --- --- 2260 g ball test --- --- --- --- --- Headform test --- --- --- --- --- Test of resistance to abrasion --- --- --- --- --- Test of resistance to high temperature --- --- --- --- --- Resistance-to-radiation test --- --- --- --- --- Resistance-to-humidity test --- --- --- --- --- Light-transmission test --- --- --- --- --- Optical-distortion test --- --- --- --- --- Secondary-image-separation test --- --- --- --- --- Test of flexible --- --- --- --- --- Resistance to simulated weathering --- --- --- --- --- Test of resistance to temperature changes --- --- --- Burning behaviour (fire-resistance) test --- --- --- --- ---"
